Title,company,location,job_type,work_mode,Experience_level,Experience_year,categories,department,skills
AI/ML Intern,Thales,"Dubai, United Arab Emirates",Full Time,,Not specified,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['information technology (it)', 'computer science', 'engineering', 'software engineering', 'python', 'machine learning', 'ai']"
Administrative Assistant,Diamond,"Haram, Giza, Egypt",Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Administration,Operations/Management,"['Administrative support', 'Data entry', 'Time management', 'Document control', 'Teamwork', 'Problem-solving', 'Communication']"
"Engineer, Geographical Information Systems (Integrity Team - Pipeline)",ADNOC Group,"Dubai, United Arab Emirates",Full Time,,Experienced,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Engineering - Telecom/Technology,"['Computer Science', 'GIS', 'Information Technology (IT)', 'Computer Engineering', 'Geographic Information System', 'Engineering', 'English']"
Statistical Sampling Expert (Arabic Speaker),Dicetek LLC,"Dubai, United Arab Emirates",Freelance / Project,,Experienced,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['engineering', 'microsoft office', 'information technology (it)', 'sales', 'design', 'development', 'statistics']"
Senior Finance Analyst,Greenfix Property Care,"Riyadh, Saudi Arabia",Full Time,,Experienced,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['Information Technology (IT)', 'Computer Science', 'Analysis', 'Business Analysis', 'Finance', 'Accounting', 'Financial Analysis']"
Project Manager- Core Banking Program (Techno Functional),Dicetek LLC,"Dubai, United Arab Emirates",Freelance / Project,,Experienced,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['Project Management', 'Information Technology (IT)', 'PMP', 'Program Management', 'Computer Science', 'Management', 'Banking']"
Senior Manager Business Systems | IT | Retail Corporate,Al Tayer Insignia,"Dubai, United Arab Emirates",Full Time,,Experienced,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['information technology (it)', 'computer science', 'software development', 'engineering', 'management', 'customer care', 'retail']"
Senior Corrosion / Material Engineer (Offshore),Penspen,"Riyadh, Saudi Arabia",Full Time,,Experienced,Engineering - Construction/Civil/Architecture,Engineering - Construction/Civil/Architecture,Purchasing/Procurement,"['Civil Engineering', 'Data Acquisition', 'Manufacturing', 'Operation', 'Procurement', 'Purchasing', 'Quality Assurance']"
Core Banking Program Transformation – Migration Lead,Dicetek LLC,"Dubai, United Arab Emirates",Freelance / Project,,Entry Level,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['information technology (it)', 'computer science', 'engineering', 'software development', 'management', 'banking', 'business']"
Technology Strategy/ Enterprise Architect Senior Manager – Airport/Aviation,Accenture Middle East,"Riyadh, Saudi Arabia",Full Time,,Experienced,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['information technology (it)', 'computer science', 'engineering', 'java', 'architecture', 'cloud', 'architect']"
Customer Shopper Marketing Executive,Unilever,"Dubai, United Arab Emirates",Full Time,,Entry Level,Marketing/PR/Advertising,Marketing/PR/Advertising,Media/Journalism/Publishing,"['sales', 'marketing', 'sales skills', 'sales target', 'management', 'communication', 'business']"
Relationship Officer - Secured Business Loans.Injaz - RBG-SBL/MBF Team.Retail Banking Group,Mashreq Corporate & Investment Banking Group,"Dubai, United Arab Emirates",Full Time,,Entry Level,Banking,Banking,Sales/Retail,"['Customer Service', 'Sales', 'Finance', 'Banking', 'Customer Care', 'Customer Support', 'Sales Skills']"
Guest Experience Expert (Receptionist) | Aloft Abu Dhabi,Marriott International,"Dubai, United Arab Emirates",Full Time,,Entry Level,Customer Service/Support,Customer Service/Support,Customer Service,"['Customer Support', 'Call Center', 'Microsoft Office', 'Data Entry', 'Typing', 'Customer Experience', 'SOP']"
Analyst - IT Support,Marsh McLennan,"Dubai, United Arab Emirates",Full Time,,Not specified,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['Analysis', 'Information Technology (IT)', 'Computer Science', 'Business Analysis', 'Finance', 'Accounting', 'Microsoft Office']"
Senior Performance Marketing Executive,Raya Distribution,"Maadi, Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Marketing/PR/Advertising,Performance Marketing,"['Google Analytics', 'Paid Search (SEM)', 'Social Media Advertising', 'Data Analysis']"
Animator,Marriott International,"Dubai, United Arab Emirates",Full Time,,Entry Level,Creative/Design/Art,Creative/Design/Art,Engineering - Telecom/Technology,"['Animation', 'Adobe Photoshop', 'Adobe Illustrator', 'Design', 'Graphic Design', 'Information Technology (IT)', 'Computer Science']"
Organizational Development Specialist (OD),Tarabot Express,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Human Resources,OD,"['Workforce Planning', 'HR strategy planning', 'Succession Planning', 'Talent management', 'perfomance appraisal', 'KPIs', 'Data Analysis']"
Academic Administration Assistant - Locum,Mediclinic Group,"Dubai, United Arab Emirates",Full Time,,Experienced,Administration,Administration,Human Resources,"['Administration', 'Office Management', 'Microsoft Office', 'Secretary', 'Admin', 'Admin Assistant', 'Computer Skills']"
Foreign Procurement Specialist / Sadat city,Outservingplus,"Alsadat City, Monufya, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Administration,Logistics/Supply Chain,"['Purchasing/Procurement', 'Foreign procurement', 'International sourcing', 'Logistics coordination', 'Market analysis', 'Negotiation', 'Contract management', 'Supplier relationship management']"
Admin Contracts,Securiguard Middle East LLC,"Dubai, United Arab Emirates",Full Time,,Entry Level,Administration,Administration,Legal,"['Admin', 'Administration', 'Microsoft Office', 'Contracting', 'Contracts', 'Legal', 'Secretary']"
HR Analyst (6-Month Contract),CBRE,"Dubai, United Arab Emirates",Full Time,,Entry Level,Human Resources,Human Resources,Analyst/Research,"['Human Resources (HR)', 'Analysis', 'Microsoft Office', 'Analyst', 'ERP', 'Analytics', 'Business Administration']"
Technology Strategy/Enterprise Architect Consultant – Telecom Sector,Accenture Middle East,"Riyadh, Saudi Arabia",Full Time,,Experienced,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['information technology (it)', 'computer science', 'engineering', 'software development', 'sales', 'telecommunication', 'cloud']"
Interface Manager,Parsons Corporation,"Riyadh, Saudi Arabia",Full Time,,Experienced,Engineering - Construction/Civil/Architecture,Engineering - Construction/Civil/Architecture,Engineering - Telecom/Technology,"['Engineering', 'CSS', 'Civil Engineering', 'Interface', 'SQL', 'UI', 'User Interface']"
Compliance Officer (Fintech),York Towers,"Riyadh, Saudi Arabia",Freelance / Project,,Experienced,Accounting/Finance,Accounting/Finance,Quality,"['Compliance', 'Accounting', 'Finance', 'Legal', 'Economics', 'Banking', 'Business Administration']"
Security Supervisor,The First Group Hospitality,"Dubai, United Arab Emirates",Full Time,,Experienced,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['Security', 'Information Technology (IT)', 'Computer Science', 'Engineering', 'CISSP', 'CISM', 'Computer Engineering']"
Accounting officer (Diploma),Almarai - المراعي,"Riyadh, Saudi Arabia",Full Time,,Entry Level,Accounting/Finance,Accounting/Finance,Customer Service/Support,"['Accounting', 'Finance', 'Financial Analysis', 'Financial Management', 'ERP', 'Microsoft Office', 'Commerce']"
"Insurance Risk Specialist (For Relocation to Dhahran, KSA)",aramco,"Dubai, United Arab Emirates",Full Time,,Experienced,Accounting/Finance,Accounting/Finance,Sales/Retail,"['Insurance', 'Sales', 'Sales Skills', 'Sales Target', 'English', 'Human Resources (HR)', 'Customer Care']"
Recreation Experience Expert (Pool Attendant),Marriott International,"Dubai, United Arab Emirates",Full Time,,Entry Level,Customer Service/Support,Customer Service/Support,Customer Service,"['Customer Support', 'Call Center', 'Microsoft Office', 'Data Entry', 'Typing', 'Customer Experience', 'SOP']"
"Senior Manager, Kitchen Performance & Special Projects",Greenfix Property Care,"Dubai, United Arab Emirates",Full Time,,Experienced,Accounting/Finance,Accounting/Finance,Engineering - Telecom/Technology,"['information technology (it)', 'computer science', 'engineering', 'microsoft office', 'business', 'financial', 'skills']"
Guest Experience Expert (Arabic Speaker),Marriott International,"Dubai, United Arab Emirates",Full Time,,Entry Level,Customer Service/Support,Customer Service/Support,Customer Service,"['Customer Support', 'Call Center', 'Microsoft Office', 'Data Entry', 'Typing', 'Customer Experience', 'SOP']"
Business Development Analyst Position,Loyal To Cumbria,"Dubai, United Arab Emirates",Full Time,,Experienced,Business Development,Business Development,Analyst/Research,"['Business Development', 'Analysis', 'Business Analysis', 'Sales', 'Business Planning', 'Data Management', 'Education']"
Business Process Improvement Analyst,Loyal To Cumbria,"Makkah, Saudi Arabia",Full Time,,Experienced,Business Development,Business Development,Engineering - Telecom/Technology,"['Analysis', 'Business Analyst', 'Process Improvement', 'Analyst', 'Business', 'Business Analysis', 'Computer Science']"
Artificial Intelligence in Action - Open Rank Faculty Positions,American University of Kuwait (AUK),"Dubai, United Arab Emirates",Full Time,,Entry Level,Accounting/Finance,Accounting/Finance,Engineering - Telecom/Technology,"['Computer Science', 'Information Technology (IT)', 'Accounting', 'FInance', 'Artificial Intelligence', 'Computer Engineering', 'Engineering']"
Machine Learning - Open Rank Faculty,American University of Kuwait (AUK),"Dubai, United Arab Emirates",Full Time,,Entry Level,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['Machine Learning', 'Computer Science', 'Information Technology (IT)', 'Python', 'Software Engineering', 'Computer Engineering', 'Software Development']"
Accounting Analyst,Loyal To Cumbria,"Dubai, United Arab Emirates",Full Time,,Entry Level,Accounting/Finance,Accounting/Finance,Analyst/Research,"['Accounting', 'Finance', 'Financial Analysis', 'Commerce', 'Microsoft Office', 'Analyst', 'Economics']"
Market Research Analyst,Loyal To Cumbria,"Dubai, United Arab Emirates",Full Time,,Experienced,Marketing/PR/Advertising,Marketing/PR/Advertising,Media/Journalism/Publishing,"['Market Research', 'Marketing', 'Analysis', 'Research', 'E-marketing', 'Business Analysis', 'Social Media']"
Customer Acquisition Analyst,Loyal To Cumbria,"Dubai, United Arab Emirates",Full Time,,Experienced,Customer Service/Support,Customer Service/Support,Analyst/Research,"['Customer Service', 'Computer Science', 'Customer Acquisition', 'Customer Care', 'Customer Support', 'Information Technology (IT)', 'Communication Skills']"
Guest Experience Expert,Marriott International,"Dubai, United Arab Emirates",Full Time,,Entry Level,Customer Service/Support,Customer Service/Support,Customer Service,"['Customer Support', 'Call Center', 'Microsoft Office', 'Data Entry', 'Typing', 'Customer Experience', 'SOP']"
Personalized Learning Specialist - UAE National - Seer Bani Yas Charter School,Aldar Education,"Dubai, United Arab Emirates",Full Time,,Entry Level,Human Resources,Human Resources,Training/Instructor,"['Training', 'E-Learning', 'Information Technology (IT)', 'Learning', 'Human Resources (HR)', 'Business Development', 'Computer Science']"
Research Scientist,Glow Beauty on Demand,"Riyadh, Saudi Arabia",Full Time,,Experienced,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['computer science', 'information technology (it)', 'engineering', 'python', 'data science', 'research', 'analysis']"
Product Marketing Analyst Role,Loyal To Cumbria,"Makkah, Saudi Arabia",Full Time,,Experienced,IT/Software Development,IT/Software Development,Sales/Retail,"['sales', 'marketing', 'sales skills', 'information technology (it)', 'market research', 'analysis', 'business']"
Business Development Analyst Role,Loyal To Cumbria,"Riyadh, Saudi Arabia",Full Time,,Experienced,Business Development,Business Development,Analyst/Research,"['Business Development', 'Analysis', 'Business Analysis', 'Sales', 'Business Planning', 'Data Management', 'Education']"
Digital Transformation Advisor (Arabic Speaker),Dicetek LLC,"Dubai, United Arab Emirates",Freelance / Project,,Entry Level,IT/Software Development,IT/Software Development,Media/Journalism/Publishing,"['Marketing', 'Social Media', 'Digital Marketing', 'Information Technology (IT)', 'Media', 'Advertising', 'Ajax']"
Collector & Accountant,eSense,"Riyadh, Saudi Arabia",Full Time,,Experienced,Accounting/Finance,Accounting/Finance,Customer Service/Support,"['Accounting', 'Collection', 'Finance', 'Data Entry', 'Administration', 'Data Collection', 'Microsoft Office']"
"BI Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda,"Riyadh, Saudi Arabia",Full Time,,Experienced,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['Computer Science', 'Analysis', 'Information Technology (IT)', 'Power BI', 'BI', 'Business Analysis', 'SQL']"
Senior Account Manager,Confidential,"Cairo, Egypt",Full Time,On-site,Experienced,4 - 7 Yrs of Exp,Marketing/PR/Advertising,Communication,"['Presentation Skills', 'Data Analysis', 'Client Relationship Management']"
Sales & Marketing Coordinator,Gap Polymers,"Maadi, Cairo, Egypt",Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Other,Analyst/Research,"['Sales/Retail', 'Sales Coordination', 'Customer Relationship Management (CRM)', 'Market Research', 'Communication', 'Data Analysis', 'Team Collaboration', 'Marketing Campaign Management']"
Islamic Banking Consultant,Dicetek LLC,"Dubai, United Arab Emirates",Freelance / Project,,Experienced,Banking,Banking,Project/Program Management,"['Banking', 'Project Management', 'Computer Science', 'Information Technology (IT)', 'Sales', 'Sales Skills', 'Six Sigma']"
"Administrative Assistant, Dubai",Kobre & Kim,"Dubai, United Arab Emirates",Full Time,,Entry Level,Administration,Administration,Human Resources,"['Administration', 'Office Management', 'Microsoft Office', 'Secretary', 'Admin', 'Admin Assistant', 'Computer Skills']"
"Administrative Assistant , Events",Atlantis Resorts,"Dubai, United Arab Emirates",Full Time,,Entry Level,Administration,Administration,Operations/Management,"['Administration', 'Office Management', 'Microsoft Office', 'Secretary', 'Admin', 'Admin Assistant', 'Computer Skills']"
Guest Experience Expert (Front Office Agent ),Marriott International,"Dubai, United Arab Emirates",Full Time,,Experienced,Customer Service/Support,Customer Service/Support,Customer Service,"['Customer Support', 'Call Center', 'Microsoft Office', 'Data Entry', 'Typing', 'Customer Experience', 'SOP']"
Network Access Control Engineer,DXC Technology,"Riyadh, Saudi Arabia",Full Time,,Entry Level,IT/Software Development,IT/Software Development,Engineering - Mechanical/Electrical,"['Information Technology (IT)', 'Access Control', 'Computer Science', 'Engineering', 'CCTV', 'Networks', 'Computer Engineering']"
Guest Experience Expert (AYS),Marriott International,"Dubai, United Arab Emirates",Full Time,,Entry Level,Customer Service/Support,Customer Service/Support,Customer Service,"['Customer Support', 'Call Center', 'Microsoft Office', 'Data Entry', 'Typing', 'Customer Experience', 'SOP']"
